Manufacturer;StockName;LabelWidth;LabelHeight;PaperWidth;PaperHeight;NumberOfRows;NumberOfColumns;HorizontalGap;VerticalGap;LeftMargin;TopMargin
MAYSPIES;06900039 Address;2.7558;1.4172;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0.0001
MAYSPIES;06900041 Address;2.7558;1.6142;8.2677;11.6929;3;7;0.0000;0.0000;0.0000;0.3541
MAYSPIES;06900042 Address;4.1338;1.6142;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0.1971
MAYSPIES;06900043 Address;2.7558;1.4612;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0.0002
MAYSPIES;06900046 Address;2.7558;1.3782;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0.0002
MAYSPIES;06900049 Address;4.1338;1.8902;8.2677;11.6929;2;6;0.0000;0.0000;0.0000;0.3532
MAYSPIES;06900050 Address;2.4918;1.5552;8.2677;11.6929;3;7;0.0000;0.0000;0.3940;0.3942
MAYSPIES;06900051 Address;4.1338;1.4612;8.2677;11.6929;2;8;0.0000;0.0000;0.0000;0.0002
MAYSPIES;06900069 Address;2.6768;2.0082;8.2677;11.6929;3;5;0.0000;0.1574;0.1180;0.5312
MAYSPIES;06900074 Address;4.1338;2.7952;8.2677;11.6929;2;4;0.0000;0.0000;0.0000;0.2562
MAYSPIES;06900075 Address;4.1338;2.9132;8.2677;11.6929;2;4;0.0000;0.0000;0.0000;0.0002
MAYSPIES;06900082 Address;4.1338;5.6692;8.2677;11.6929;2;2;0.0000;0.0000;0.0000;0.3542
MAYSPIES;06900083 Address;8.2678;5.8462;8.2677;11.6929;1;2;0.0000;0.0000;0.0000;0.0002
MAYSPIES;06900084 Address;4.1338;5.8462;8.2677;11.6929;2;2;0.0000;0.0000;0.0000;0.0002
MAYSPIES;090010 Address - White;2.7559;1.4606;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0
MAYSPIES;090023 Address;4.1339;2.9134;8.2677;11.6929;2;4;0.0000;0.0000;0.0000;0
MAYSPIES;090027 Address - Red;2.7559;1.4606;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0
MAYSPIES;090028 Address - Green;2.7559;1.4606;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0
MAYSPIES;090050 Address;4.1339;2.9134;8.2677;11.6929;2;4;0.0000;0.0000;0.0000;0
MAYSPIES;090276 Address;4.1339;2.9134;8.2677;11.6929;2;4;0.0000;0.0000;0.0000;0
PIMACO;0080 Address;2.6258;0.9999;8.5000;11.0000;3;10;0.1220;0.0000;0.1891;0.5
PIMACO;0082 Address;3.9998;1.3349;8.5000;11.0000;2;7;0.2039;0.0000;0.1501;0.835
PIMACO;0083 Shipping;3.9998;1.9999;8.5000;11.0000;2;5;0.2039;0.0000;0.1501;0.5
PIMACO;0087 Address;1.7478;0.4999;8.5000;11.0000;4;20;0.1220;0.0000;0.5711;0.5
PIMACO;5580-A Shipping;2.6258;0.9999;8.5000;11.0000;3;10;0.1220;0.0000;0.1891;0.5
PIMACO;5580-M Shipping;2.6258;0.9999;8.5000;11.0000;3;10;0.1220;0.0000;0.1891;0.5
PIMACO;5580-V Shipping;2.6258;0.9999;8.5000;11.0000;3;10;0.1220;0.0000;0.1891;0.5
PIMACO;6080 Address;2.6258;0.9999;8.5000;11.0000;3;10;0.1220;0.0000;0.1891;0.5
PIMACO;6081 Address;3.9998;0.9999;8.5000;11.0000;2;10;0.2039;0.0000;0.1501;0.5
PIMACO;6082 Address;3.9998;1.3349;8.5000;11.0000;2;7;0.2039;0.0000;0.1501;0.835
PIMACO;6083 Shipping;3.9998;1.9999;8.5000;11.0000;2;5;0.2039;0.0000;0.1501;0.5
PIMACO;6084 Shipping;3.9998;3.3349;8.5000;11.0000;2;3;0.2039;0.0000;0.1501;0.5
PIMACO;6086 Shipping;8.3738;5.4369;8.5000;11.0000;1;2;0.0000;0.0000;0.0631;0.063
PIMACO;6087 Address;1.7478;0.4999;8.5000;11.0000;4;20;0.1220;0.0000;0.5711;0.5
PIMACO;6088 Parcel;4.1889;5.4368;8.5000;11.0000;2;2;0.0000;0.0000;0.0630;0.0631
PIMACO;6089 Address;1.7518;0.6649;8.5000;11.0000;4;15;0.1180;0.0000;0.5711;0.4999
PIMACO;6180 Address;2.6258;0.9999;8.5000;11.0000;3;10;0.1220;0.0000;0.1891;0.4999
PIMACO;6181 Address;3.9998;0.9999;8.5000;11.0000;2;10;0.2039;0.0000;0.1501;0.4999
PIMACO;6182 Address;3.9998;1.3349;8.5000;11.0000;2;7;0.2039;0.0000;0.1501;0.8349
PIMACO;6183 Shipping;3.9998;1.9999;8.5000;11.0000;2;5;0.2035;0.0000;0.1505;0.4999
PIMACO;6184 Shipping;3.9998;3.3349;8.5000;11.0000;2;3;0.2035;0.0000;0.1505;0.4999
PIMACO;6187 Address;1.7478;0.4999;8.5000;11.0000;4;20;0.1220;0.0000;0.5709;0.4999
PIMACO;6280 Address;2.6258;0.9999;8.5000;11.0000;3;10;0.1221;0.0000;0.1889;0.4999
PIMACO;6281 Address;3.9998;0.9999;8.5000;11.0000;2;10;0.2041;0.0000;0.1499;0.4999
PIMACO;6282 Address;3.9999;1.3349;8.5000;11.0000;2;7;0.2041;0.0000;0.1499;0.8349
PIMACO;6283 Shipping;3.9999;1.9999;8.5000;11.0000;2;5;0.2041;0.0000;0.1499;0.4999
PIMACO;6284 Shipping;3.9999;3.3349;8.5000;11.0000;2;3;0.2041;0.0000;0.1499;0.4999
PIMACO;6286 Shipping;8.3739;5.4368;8.5000;11.0000;1;2;0.0000;0.0000;0.0629;0.0629
PIMACO;6287 Address;1.7479;0.4998;8.5000;11.0000;4;20;0.1220;0.0000;0.5709;0.4999
PIMACO;8096 Diskette;2.7479;2.7478;8.5000;11.0000;3;3;0.0000;0.2521;0.1259;0.4999
PIMACO;8098 Audio Cassette;3.4999;1.6648;8.5000;11.0000;2;6;0.5001;0.0000;0.4999;0.4999
PIMACO;8099-F Video - Face;3.0630;1.8348;8.5000;11.0000;2;5;0.2361;0.0000;1.0709;0.9169
PIMACO;8099-L Video - Spine;5.8110;0.6648;8.5000;11.0000;1;15;0.0000;0.0000;1.3429;0.4999
PIMACO;8296 Diskette;2.7480;2.7478;8.5000;11.0000;3;3;0.0000;0.2521;0.1259;0.4999
PIMACO;A4350 Address;3.8980;2.1968;8.2677;11.6929;2;5;0.1018;0.0000;0.1849;0.3539
PIMACO;A4351 Price;1.5040;0.8348;8.2677;11.6929;5;13;0.0985;0.0000;0.1769;0.4209
PIMACO;A4354 Address;3.8980;0.9998;8.2677;11.6929;2;11;0.1018;0.0000;0.1849;0.3459
PIMACO;A4355 Address;2.5000;1.2198;8.2677;11.6929;3;9;0.1024;0.0000;0.2829;0.3538
PIMACO;A4356 Address;2.5000;0.9998;8.2677;11.6929;3;11;0.1024;0.0000;0.2829;0.3458
PIMACO;A4360 Address;2.5000;1.4998;8.2677;11.6929;3;7;0.1024;0.0000;0.2829;0.5978
PIMACO;A4361 Address;2.5000;1.8308;8.2677;11.6929;3;6;0.1024;0.0000;0.2829;0.3578
PIMACO;A4362 Address;3.8980;1.3348;8.2677;11.6929;2;8;0.1018;0.0000;0.1849;0.5078
PIMACO;A4363 Address;3.8980;1.4998;8.2677;11.6929;2;7;0.1018;0.0000;0.1849;0.5978
PIMACO;A4364 Address;2.5000;2.8308;8.2677;11.6929;3;4;0.1024;0.0000;0.2829;0.1848
PIMACO;A4365 Address;3.8980;2.6688;8.2677;11.6929;2;4;0.1018;0.0000;0.1849;0.5118
PIMACO;A4366 Address;3.8980;3.6608;8.2677;11.6929;2;3;0.1018;0.0000;0.1849;0.3538
PIMACO;A4368 Shipping;7.8700;5.6458;8.2677;11.6929;1;2;0.0000;0.0000;0.2009;0.2008
RankXerox;003R93175 Diskette;2.7560;2.7949;8.2677;11.6929;2;4;1.1018;0.0000;0.8269;0.2558
RankXerox;003R93177 Address;1.4960;0.8269;8.2677;11.6929;5;13;0.0000;0.0000;0.3939;0.4718
RankXerox;003R93353 Address;3.8980;2.6769;8.2677;11.6929;2;4;0.1098;0.0000;0.1969;0.5118
RankXerox;003R93354 Address;3.8979;1.4959;8.2677;11.6929;2;7;0.1098;0.0000;0.1969;0.5908
RankXerox;003R93355 Address;3.8979;1.3389;8.2677;11.6929;2;8;0.1098;0.0000;0.1969;0.5118
RankXerox;003R93356 Address;2.4999;1.4959;8.2677;11.6929;3;7;0.0984;0.0000;0.2759;0.5908
RankXerox;003R93873 Address;3.8979;3.6609;8.2677;11.6929;2;3;0.0978;0.0000;0.1889;0.3538
RankXerox;003R93874 Address;3.8981;2.6769;8.2677;11.6929;2;4;0.0978;0.0000;0.1889;0.4918
RankXerox;003R93875 Address;3.8981;1.4959;8.2677;11.6929;2;7;0.0978;0.0000;0.1889;0.6098
RankXerox;003R93876 Address;2.5201;1.3779;8.2677;11.6929;3;8;0.0978;0.0000;0.2562;0.3348
RankXerox;003R96225 Address;4.1341;1.4569;8.2677;11.6929;2;8;0.0000;0.0000;0.0002;0.0198
RankXerox;003R96227 Address;2.7561;1.4569;8.2677;11.6929;3;8;0.0000;0.0000;0.0002;0.0198
RankXerox;003R96235 Address;4.1341;1.4569;8.2677;11.6929;2;8;0.0000;0.0000;0.0002;0.0198
RankXerox;003R96237 Address;2.7561;1.4569;8.2677;11.6929;3;8;0.0000;0.0000;0.0002;0.0198
RankXerox;003R96245 Address;4.1341;1.4569;8.2677;11.6929;2;8;0.0000;0.0000;0.0002;0.0198
RankXerox;003R96247 Address;2.7561;1.4568;8.2677;11.6929;3;8;0.0000;0.0000;0.0002;0.0198
RankXerox;003R96255 Address;4.1341;1.4568;8.2677;11.6929;2;8;0.0000;0.0000;0.0002;0.0198
RankXerox;003R96257 Address;2.7561;1.4568;8.2677;11.6929;3;8;0.0000;0.0000;0.0002;0.0203
RankXerox;003R96265 Address;4.1341;1.4568;8.2677;11.6929;2;8;0.0000;0.0000;0.0002;0.0203
RankXerox;003R96267 Address;2.7561;1.4568;8.2677;11.6929;3;8;0.0000;0.0000;0.0002;0.0203
RankXerox;003R96281 Address;4.0941;1.4168;8.2677;11.6929;2;8;0.0200;0.0000;0.0392;0.1773
RankXerox;003R96282 Address;2.6771;1.4168;8.2677;11.6929;3;8;0.0000;0.0000;0.1182;0.1773
RankXerox;003R96283 Address;4.0941;2.8348;8.2677;11.6929;2;4;0.0015;0.0000;0.0392;0.1773
RankXerox;003R96284 Address;4.0941;2.2828;8.2677;11.6929;2;5;0.0015;0.0000;0.0392;0.1383
RankXerox;003R96288 Address;3.8981;3.6608;8.2677;11.6929;2;3;0.0000;0.0000;0.3942;0.3543
RankXerox;003R96289 Address;3.8981;1.4958;8.2677;11.6929;2;7;0.0975;0.0000;0.1892;0.6103
RankXerox;003R96296 Address;3.8941;1.3388;8.2677;11.6929;2;8;0.1015;0.0000;0.1892;0.4923
RankXerox;003R96297 Address;2.5001;1.8308;8.2677;11.6929;3;6;0.0988;0.0000;0.2872;0.3543
RankXerox;003R96298 Address;2.5001;1.4958;8.2677;11.6929;3;7;0.0988;0.0000;0.2871;0.6103
RankXerox;003R97401 Address;8.2681;5.8458;8.2677;11.6929;1;2;0.0000;0.0000;0.0001;0.0003
RankXerox;003R97404 Address;4.1341;2.7948;8.2677;11.6929;2;4;0.0000;0.0000;0.0001;0.2563
RankXerox;003R97405 Address;4.1341;1.7318;8.2677;11.6929;2;6;0.0000;0.0000;0.0001;0.6503
RankXerox;003R97407 Address;4.1341;1.4569;8.2677;11.6929;2;8;0.0000;0.0000;0.0001;0.0203
RankXerox;003R97408 Address;2.7561;1.4569;8.2677;11.6929;3;8;0.0000;0.0000;0.0001;0.0203
RankXerox;003R97409 Address;2.7561;1.1689;8.2677;11.6929;3;10;0.0000;0.0000;0.0001;0.0003
RankXerox;003R97410 Address;2.7561;0.9839;8.2677;11.6929;3;11;0.0000;0.0000;0.0001;0.4333
RankXerox;003R97410 Address;2.7561;0.9449;8.2677;11.6929;3;12;0.0000;0.0000;0.0001;0.1767
RankXerox;926L90102 Address;4.0941;2.7949;8.2677;11.6929;2;4;0.0016;0.0000;0.0391;0.2557
RankXerox;926L90146 Address;3.8311;1.8029;8.2677;11.6929;2;6;0.1576;0.0986;0.4131;0.1967
RankXerox;926L90200 Address;3.5041;1.4569;8.2677;11.6929;2;8;0.0000;0.0000;0.6301;0.0197
RankXerox;926L90201 Address;3.8189;1.8499;8.2677;11.6929;2;6;0.1376;0.1186;0.3151;0
RankXerox;926L90214 Address;7.8739;2.9129;8.2677;11.6929;1;4;0.0000;0.0000;0.3941;0.0387
RankXerox;926L90223 Address;2.0669;0.9719;8.2677;11.6929;4;12;0.0000;0.0000;0.0001;0.0117
RankXerox;926L90225 Address;2.7563;5.8459;8.2677;11.6929;3;2;0.0000;0.0000;0.0001;0
RankXerox;926L90237 Address;2.7173;1.4606;8.2677;11.6929;3;8;0.0000;0.0000;0.0591;0
RankXerox;926L90238 Address;4.1143;1.4566;8.2677;11.6929;2;8;0.0000;0.0000;0.0201;0.0197
RankXerox;926L90253 Address;4.1343;3.6216;8.2677;11.6929;2;3;0.0000;0.0000;0.0001;0.8067
RankXerox;926L90263 Address;8.1893;5.8456;8.2677;11.6929;1;2;0.0000;0.0000;0.0001;0
RankXerox;926L90264 Address;4.0943;1.6686;8.2677;11.6929;2;7;0.0016;0.0000;0.0391;0
RankXerox;926L90270 Video - Spine;1.8503;3.5036;8.2677;11.6929;4;3;0.0795;0.0786;0.1571;0.1177
RankXerox;926L90271 Address;1.0243;2.9226;8.2677;11.6929;8;4;0.0000;0.0000;0.0391;0
RankXerox;926L90298 Address;1.3703;1.5746;8.2677;11.6929;6;7;0.0000;0.0000;0.0311;0.3349
RankXerox;926L90451 Address;0.8858;1.8702;8.2677;11.6929;8;6;0.0787;0.0946;0.4716;0
RankXerox;926L90457 Address;3.8578;1.8702;8.2677;11.6929;2;6;0.0801;0.0790;0.3536;0.0388
RankXerox;926L92002 Video - Spine;3.8388;1.0002;8.2677;11.6929;2;11;0.1961;0.0000;0.1966;0.3348
RankXerox;926L92033 Address;3.5038;1.8502;8.2677;11.6929;2;6;0.0000;0.0000;0.6300;0.2948
RankXerox;926L92050 Address;2.7358;1.6692;8.2677;11.6929;3;7;0.0000;0.0000;0.0200;0
RankXerox;926L92069 Address;2.7558;2.6652;8.2677;11.6929;3;4;0.0000;0.0000;0.0000;0.4718
RankXerox;926L92096 Address;3.8578;1.8702;8.2677;11.6929;2;6;0.0797;0.0790;0.3540;0.0388
RankXerox;926L92133 Address;8.1888;5.8072;8.2677;11.6929;1;2;0.0000;0.0000;0.0000;0
RankXerox;926L92135 Address;4.0938;1.6142;8.2677;11.6929;2;7;0.0017;0.0000;0.0390;0.1968
Zweckform;3420 Ink Jet & Laser;2.7560;0.6650;8.2677;11.6929;3;17;0.0000;0.0000;0.0000;0.1879
Zweckform;3421 Ink Jet & Laser;2.7560;1.0000;8.2677;11.6929;3;11;0.0000;0.0000;0.0000;0.3435
Zweckform;3422 Ink Jet & Laser;2.7560;1.3780;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0.3323
Zweckform;3423 Ink Jet & Laser;4.1340;1.3780;8.2677;11.6929;2;8;0.0000;0.0000;0.0000;0.3324
Zweckform;3424 Ink Jet & Laser;4.1340;1.8900;8.2677;11.6929;2;6;0.0000;0.0000;0.0000;0.1741
Zweckform;3425 Ink Jet & Laser;4.1340;2.2440;8.2677;11.6929;2;5;0.0000;0.0000;0.0000;0.232
Zweckform;3426 Ink Jet & Laser;4.1340;2.7560;8.2677;11.6929;2;4;0.0000;0.0000;0.0000;0.3322
Zweckform;3427 Ink Jet & Laser;4.1340;2.9210;8.2677;11.6929;2;4;0.0000;0.0000;0.0000;0
Zweckform;3474 Ink Jet & Laser;2.7560;1.4610;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0
Zweckform;3475 Ink Jet & Laser;2.7560;1.4170;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0.1741
Zweckform;3477 Ink Jet & Laser;4.1340;1.6140;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0.1939
Zweckform;3478 Ink Jet & Laser;8.2677;11.6929;8.2677;11.6929;1;1;0.0000;0.0000;0.0000;0
Zweckform;3479 Ink Jet & Laser;2.7560;1.2600;8.2677;11.6929;3;9;0.0000;0.0000;0.0000;0.1928
Zweckform;3481 Ink Jet & Laser;2.7560;1.6140;8.2677;11.6929;3;7;0.0000;0.0000;0.0000;0.1937
Zweckform;3483 Ink Jet & Laser;4.1340;5.8440;8.2677;11.6929;2;2;0.0000;0.0000;0.0000;0
Zweckform;3484 Ink Jet & Laser;4.1340;1.4610;8.2677;11.6929;2;8;0.0000;0.0000;0.0000;0
Zweckform;3489 Ink Jet & Laser;2.7560;1.1690;8.2677;11.6929;3;10;0.0000;0.0000;0.0000;0
Zweckform;3490 Ink Jet & Laser;2.7560;1.4170;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0.175
Zweckform;3651 Ink Jet & Laser;2.0670;1.1690;8.2677;11.6929;4;10;0.0000;0.0000;0.0000;0
Zweckform;3652 Ink Jet & Laser;2.7560;1.6700;8.2677;11.6929;3;7;0.0000;0.0000;0.0000;0
Zweckform;3653 Ink Jet & Laser;4.1340;1.6700;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0
Zweckform;3655 Ink Jet & Laser;8.2680;5.8440;8.2677;11.6929;1;2;0.0000;0.0000;0.0000;0
Zweckform;3657 Ink Jet & Laser;1.9090;1.0000;8.2677;11.6929;4;10;0.0000;0.0000;0.3145;0.8461
Zweckform;3658 Ink Jet & Laser;2.5430;1.3310;8.2677;11.6929;3;8;0.0000;0.0000;0.3145;0.5302
Zweckform;3659 Ink Jet & Laser;3.8190;1.6650;8.2677;11.6929;2;6;0.0000;0.0000;0.3145;0.8462
Zweckform;3660 Ink Jet & Laser;3.8190;2.6650;8.2677;11.6929;2;4;0.0000;0.0000;0.3145;0.5302
Zweckform;3661 Ink Jet & Laser;2.7560;2.6650;8.2677;11.6929;3;4;0.0000;0.0000;0.0000;0.513
Zweckform;3664 Ink Jet & Laser;2.7560;1.3310;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0.5239
Zweckform;3665 Ink Jet & Laser;4.1340;1.3310;8.2677;11.6929;2;8;0.0000;0.0000;0.0000;0.5238
Zweckform;3666 Ink Jet & Laser;1.5000;0.8350;8.2677;11.6929;5;13;0.0000;0.0000;0.3841;0.419
Zweckform;3667 Ink Jet & Laser;1.9090;0.6650;8.2677;11.6929;4;16;0.0000;0.0000;0.3148;0.5211
Zweckform;3668 Ink Jet & Laser;2.0670;0.8350;8.2677;11.6929;4;14;0.0000;0.0000;0.0000;0
Zweckform;3669 Ink Jet & Laser;2.7560;2.0000;8.2677;11.6929;3;5;0.0000;0.0000;0.0000;0.8442
Zweckform;3688 File Label;7.5590;2.4020;8.2677;11.6929;1;4;0.0000;0.0000;0.3538;1.0411
Zweckform;3689 File Label;7.5590;1.4960;8.2677;11.6929;1;7;0.0000;0.0000;0.3538;0.6072
Zweckform;3691 File Label;7.5590;2.4020;8.2677;11.6929;1;4;0.0000;0.0000;0.3538;1.0411
Zweckform;3692 File Label;7.5590;2.4020;8.2677;11.6929;1;4;0.0000;0.0000;0.3538;1.0411
Zweckform;3693 File Label;7.5590;2.4020;8.2677;11.6929;1;4;0.0000;0.0000;0.3538;1.0411
Zweckform;3694 File Label;7.5590;2.4020;8.2677;11.6929;1;4;0.0000;0.0000;0.3538;1.0411
Zweckform;3696 File Label;7.5590;1.4960;8.2677;11.6929;1;7;0.0000;0.0000;0.3538;0.6081
Zweckform;3697 File Label;7.5590;1.4960;8.2677;11.6929;1;7;0.0000;0.0000;0.3538;0.6081
Zweckform;3698 File Label;7.5590;1.4960;8.2677;11.6929;1;7;0.0000;0.0000;0.3538;0.6081
Zweckform;3699 File Label;7.5590;1.4960;8.2677;11.6929;1;7;0.0000;0.0000;0.3538;0.6081
Zweckform;4702 Ink Jet & Laser;1.7990;0.3940;8.2677;5.8270;4;12;0.1002;0.0000;0.3850;0.5601
Zweckform;4703 Ink Jet & Laser;1.7990;0.6650;8.2677;5.8270;4;7;0.1002;0.0000;0.3850;0.5929
Zweckform;4704 Laser;2.3620;2.3620;8.2677;5.8270;3;2;0.2759;0.2759;0.3149;0.4218
Zweckform;4705 Ink Jet & Laser;2.5000;1.1650;8.2677;5.8270;3;4;0.0998;0.0000;0.2841;0.5912
Zweckform;4706 Ink Jet & Laser;2.7560;2.6650;8.2677;5.8270;2;2;0.7877;0.0000;0.9838;0.2551
Zweckform;4707 Ink Jet & Laser;3.0980;1.8350;8.2677;5.8270;2;2;0.1017;0.0000;0.9849;1.0868
Zweckform;4708 Ink Jet & Laser;3.5040;1.6650;8.2677;5.8270;2;3;0.0997;0.0000;0.5801;0.4221
Zweckform;4709 Ink Jet & Laser;3.7800;1.6650;8.2677;5.8270;2;3;0.0997;0.0000;0.3041;0.4221
Zweckform;4710 Ink Jet & Laser;3.7800;2.5000;8.2677;5.8270;2;2;0.0997;0.0000;0.3041;0.4221
Zweckform;4711 Ink Jet & Laser;5.7990;0.6650;8.2677;5.8270;1;7;0.0000;0.0000;1.2351;0.5889
Zweckform;4730 Ink Jet & Laser;0.7000;0.3900;8.2677;11.6929;10;27;0.1000;0.0000;0.1840;0.53
Zweckform;4731 Ink Jet & Laser;1.0000;0.3900;8.2677;11.6929;7;27;0.1000;0.0000;0.3300;0.53
Zweckform;4732 Ink Jet & Laser;1.4000;0.6670;8.2677;11.6929;5;16;0.0999;0.0000;0.4339;0.511
Zweckform;4733 Ink Jet & Laser;4.1340;5.8440;8.2677;11.6929;2;2;0.0000;0.0000;0.0000;0
Zweckform;4734 Ink Jet & Laser;8.2680;5.8440;8.2677;11.6929;1;2;0.0000;0.0000;0.0000;0
Zweckform;4735 Ink Jet & Laser;8.2677;11.6929;8.2677;11.6929;1;1;0.0000;0.0000;0.0000;0
Zweckform;4736 Ink Jet & Laser;1.8000;0.8330;8.2677;11.6929;4;12;0.0999;0.0000;0.3841;0.8441
Zweckform;4737 Ink Jet & Laser;2.5000;1.1670;8.2677;11.6929;3;9;0.0999;0.0000;0.2837;0.5941
Zweckform;4738 Ink Jet & Laser;2.7560;2.0000;8.2677;11.6929;2;5;0.7877;0.0000;0.9834;0.8438
Zweckform;4739 Ink Jet & Laser;2.7560;2.0000;8.2677;11.6929;2;5;0.7877;0.0000;0.9834;0.8441
Zweckform;4740 Ink Jet & Laser;2.7560;2.6670;8.2677;11.6929;2;4;0.7877;0.0000;0.9834;0.5101
Zweckform;4741 Ink Jet & Laser;2.7560;2.6670;8.2677;11.6929;2;4;0.7877;0.0000;0.9834;0.5101
Zweckform;4742 Ink Jet & Laser;3.1000;1.8330;8.2677;11.6929;2;6;0.0997;0.0000;0.9834;0.345
Zweckform;4743 Ink Jet & Laser;3.7800;1.6670;8.2677;11.6929;2;6;0.0997;0.0000;0.3040;0.8451
Zweckform;4744 Ink Jet & Laser;3.7800;2.0000;8.2677;11.6929;2;5;0.0997;0.0000;0.3040;0.8451
Zweckform;4745 Ink Jet & Laser;3.7800;2.5000;8.2677;11.6929;2;4;0.0997;0.0000;0.3040;0.8451
Zweckform;4746 Ink Jet & Laser;5.8000;0.7870;8.2677;11.6929;1;13;0.0000;0.0000;1.2341;0.7258
Zweckform;4760 File Labels;7.5590;1.4960;8.2677;11.6929;1;7;0.0000;0.0000;0.3538;0.6068
Zweckform;4761 File Labels;7.5590;2.4020;8.2677;11.6929;1;4;0.0000;0.0000;0.3538;1.0411
Zweckform;4762 File Labels;7.5590;1.4960;8.2677;11.6929;1;7;0.0000;0.0000;0.3538;0.6068
Zweckform;4763 File Labels;7.5590;1.4960;8.2677;11.6929;1;7;0.0000;0.0000;0.3538;0.6068
Zweckform;4764 File Labels;7.5590;1.4960;8.2677;11.6929;1;7;0.0000;0.0000;0.3538;0.6068
Zweckform;4765 File Labels;7.5590;1.4960;8.2677;11.6929;1;7;0.0000;0.0000;0.3538;0.6068
Zweckform;4766 File Labels;7.5590;2.4020;8.2677;11.6929;1;4;0.0000;0.0000;0.3538;1.0411
Zweckform;4767 File Labels;7.5590;2.4020;8.2677;11.6929;1;4;0.0000;0.0000;0.3538;1.0411
Zweckform;4768 File Labels;7.5590;2.4020;8.2677;11.6929;1;4;0.0000;0.0000;0.3538;1.0411
Zweckform;4769 File Labels;7.5590;2.4020;8.2677;11.6929;1;4;0.0000;0.0000;0.3538;1.0411
Zweckform;4770 Laser;1.9090;1.0000;8.2677;11.6929;4;10;0.0000;0.0000;0.3152;0.8457
Zweckform;4771 Laser;2.7560;1.4610;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0
Zweckform;4772 Laser;3.8190;1.6650;8.2677;11.6929;2;6;0.0000;0.0000;0.3152;0.8471
Zweckform;4773 Laser;2.5430;1.3310;8.2677;11.6929;3;8;0.0000;0.0000;0.3152;0.5291
Zweckform;4774 Laser;4.1340;5.8440;8.2677;11.6929;2;2;0.0000;0.0000;0.0000;0
Zweckform;4776 Laser;3.8190;1.6650;8.2677;11.6929;2;6;0.0000;0.0000;0.3152;0.8459
Zweckform;4780 Ink Jet & Laser;1.9090;1.0000;8.2677;11.6929;4;10;0.0000;0.0000;0.3152;0.8459
Zweckform;4781 Ink Jet & Laser;3.8190;1.6650;8.2677;11.6929;2;6;0.0000;0.0000;0.3152;0.8459
Zweckform;4782 Ink Jet & Laser;3.8190;2.6650;8.2677;11.6929;2;4;0.0000;0.0000;0.3152;0.5283
Zweckform;4790 Ink Jet Label;1.5750;1.5750;8.2677;11.6929;4;6;0.2360;0.2360;0.6302;0.5283
Zweckform;4791 Ink Jet Label;1.8000;0.8330;8.2677;11.6929;4;12;0.0999;0.0000;0.3838;0.843
Zweckform;4792 Ink Jet Label;2.5000;1.1670;8.2677;11.6929;3;9;0.0999;0.0000;0.2839;0.593
Zweckform;4793 Ink Jet Label;3.7800;1.6670;8.2677;11.6929;2;6;0.0997;0.0000;0.3042;0.843
Zweckform;4794 Ink Jet Label;3.7800;2.5000;8.2677;11.6929;2;4;0.0997;0.0000;0.3042;0.843
