Manufacturer;StockName;LabelWidth;LabelHeight;PaperWidth;PaperHeight;NumberOfRows;NumberOfColumns;HorizontalGap;VerticalGap;LeftMargin;TopMargin
Herma;4267 Laser;3.9010;1.3350;8.2677;11.6929;2;8;0.0977;0.0000;0.1849;0.5118
Herma;4269 Laser;3.9010;2.6640;8.2677;11.6929;2;4;0.0977;0.0000;0.1849;0.5118
Herma;4270 Laser;1.5010;0.8340;8.2677;11.6929;5;13;0.0000;0.0000;0.3859;0.4205
Herma;4271 Laser;1.9010;0.6650;8.2677;11.6929;4;16;0.0000;0.0000;0.3304;0.5241
Herma;4272 Laser;1.9010;1.0000;8.2677;11.6929;4;11;0.0000;0.0000;0.3304;0.3458
Herma;4273 Laser;2.0660;0.8340;8.2677;11.6929;4;14;0.0000;0.0000;0.0000;0
Herma;4274 Laser;2.0660;1.1690;8.2677;11.6929;4;10;0.0000;0.0000;0.0000;0
Herma;4275 Laser;2.5980;1.0000;8.2677;11.6929;3;11;0.0000;0.0000;0.2361;0.3458
Herma;4276 Laser;2.7570;0.6650;8.2677;11.6929;3;17;0.0000;0.0000;0.0000;0.1924
Herma;4277 Laser;2.7570;1.1690;8.2677;11.6929;3;10;0.0000;0.0000;0.0000;0
Herma;4278 Diskette;2.7570;2.0000;8.2677;11.6929;3;5;0.0000;0.0000;0.0000;0.8454
Herma;4279 Diskette;2.7570;2.6640;8.2677;11.6929;3;4;0.0000;0.0000;0.0000;0.5118
Herma;4280 Laser;3.8000;2.6640;8.2677;11.6929;2;4;0.0000;0.0000;0.3361;0.5118
Herma;4281 Laser;4.1340;2.0000;8.2677;11.6929;2;5;0.0000;0.0000;0.0000;0.8454
Herma;4282 Laser;8.2680;5.8460;8.2677;11.6929;1;2;0.0000;0.0000;0.0000;0
Herma;4283 Folder;7.5580;1.5350;8.2677;11.6929;1;6;0.0000;0.3154;0.3551;0.452
Herma;4284 Folder;7.5580;2.4210;8.2677;11.6929;1;4;0.0000;0.3156;0.3541;0.53
Herma;4362 Laser;4.1339;1.6240;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0.18503937
Herma;4390 Laser;2.7560;1.4610;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0
Herma;4415 Laser;2.7559;1.6240;8.2677;11.6929;3;7;0.0000;0.0000;0.0000;0.188976378
Herma;4416 Laser;4.1339;1.6240;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0.18503937
Herma;4451 Laser;2.7559;1.6240;8.2677;11.6929;3;7;0.0000;0.0000;0.0000;0.188976378
Herma;4452 Laser;4.1339;1.6240;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0.18503937
Herma;4464 Laser;2.7560;1.4610;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0
Herma;4606 Laser;1.5000;0.8350;8.2677;11.6929;5;13;0.0000;0.0000;0.3860;0.42
Herma;4607 Laser;1.9020;0.6640;8.2677;11.6929;4;16;0.0000;0.0000;0.3305;0.5241
Herma;4608 Laser;1.9020;1.0000;8.2677;11.6929;4;11;0.0000;0.0000;0.3305;0.3461
Herma;4609 Laser;2.0660;0.8350;8.2677;11.6929;4;14;0.0000;0.0000;0.0000;0
Herma;4610 Laser;2.0660;1.1690;8.2677;11.6929;4;10;0.0000;0.0000;0.0000;0
Herma;4611 Laser;2.7560;0.6640;8.2677;11.6929;3;17;0.0000;0.0000;0.0000;0.1929
Herma;4612 Laser;2.7560;1.1690;8.2677;11.6929;3;10;0.0000;0.0000;0.0000;0
Herma;4613 Laser;2.5980;1.0000;8.2677;11.6929;3;11;0.0000;0.0000;0.2358;0.3457
Herma;4614 Laser;2.5980;1.3350;8.2677;11.6929;3;8;0.0000;0.0000;0.2358;0.5118
Herma;4615 Laser;2.7560;1.4610;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0
Herma;4616 Laser;2.7560;1.6650;8.2677;11.6929;3;7;0.0000;0.0000;0.0000;0
Herma;4617 Diskette;2.7560;2.6650;8.2677;11.6929;3;4;0.0000;0.0000;0.0000;0.5118
Herma;4618 Diskette;2.7560;2.0000;8.2677;11.6929;3;5;0.0000;0.0000;0.0000;0.8455
Herma;4619 Laser;3.7990;1.3360;8.2677;11.6929;2;8;0.0000;0.0000;0.3345;0.5118
Herma;4620 Laser;4.1340;1.4610;8.2677;11.6929;2;8;0.0000;0.0000;0.0000;0
Herma;4623 Laser - White;3.7980;1.6650;8.2677;11.6929;2;6;0.0000;0.0000;0.3345;0.849
Herma;4624 Laser;3.7980;2.6650;8.2677;11.6929;2;4;0.0000;0.0000;0.3345;0.5118
Herma;4625 Laser;4.1340;1.6650;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0
Herma;4626 Laser;4.1340;2.9230;8.2677;11.6929;2;4;0.0000;0.0000;0.0000;0
Herma;4627 Laser;4.1340;5.8460;8.2677;11.6929;2;2;0.0000;0.0000;0.0000;0
Herma;4628 Laser;8.2680;5.8460;8.2677;11.6929;1;2;0.0000;0.0000;0.0000;0
Herma;4629 Laser;4.1340;2.0000;8.2677;11.6929;2;5;0.0000;0.0000;0.0000;0.8464
Herma;4668 Laser;2.7560;1.6650;8.2677;11.6929;3;7;0.0000;0.0000;0.0000;0
Herma;4669 Laser - White;3.7990;1.6650;8.2677;11.6929;2;6;0.0000;0.0000;0.3346;0.8503
Herma;4670 Laser;2.5980;1.3360;8.2677;11.6929;3;8;0.0000;0.0000;0.2362;0.5118
Herma;4671 Laser;2.7560;1.4610;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0
Herma;4672 Laser;3.7990;1.3360;8.2677;11.6929;2;8;0.0000;0.0000;0.3346;0.5118
Herma;4673 Laser;4.1340;1.4610;8.2677;11.6929;2;8;0.0000;0.0000;0.0000;0
Herma;4674 Laser;4.1340;1.6650;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0
Herma;4675 Laser;4.1340;2.9230;8.2677;11.6929;2;4;0.0000;0.0000;0.0000;0
Herma;4676 Laser;4.1340;5.8460;8.2677;11.6929;2;2;0.0000;0.0000;0.0000;0
Herma;4677 Laser;2.5000;1.5000;8.2677;11.6929;3;7;0.0989;0.0000;0.2832;0.5991
Herma;4678 Laser;3.9020;1.5000;8.2677;11.6929;2;7;0.0977;0.0000;0.1845;0.599
Herma;4680 Laser;1.9020;1.0000;8.2677;11.6929;4;11;0.0000;0.0000;0.3300;0.3461
Herma;4681 Laser;2.5980;1.3350;8.2677;11.6929;3;8;0.0000;0.0000;0.2359;0.5118
Herma;4682 Laser - White;3.7980;1.6640;8.2677;11.6929;2;6;0.0000;0.0000;0.3346;0.8502
Herma;4683 Laser;8.2680;5.8460;8.2677;11.6929;1;2;0.0000;0.0000;0.0000;0
Herma;4690 Laser;1.9020;1.0000;8.2677;11.6929;4;11;0.0000;0.0000;0.3304;0.3462
Herma;4691 Laser;2.5980;1.3360;8.2677;11.6929;3;8;0.0000;0.0000;0.2355;0.5118
Herma;4692 Laser;3.7980;1.6640;8.2677;11.6929;2;6;0.0000;0.0000;0.3346;0.8494
Herma;4693 Laser;8.2680;5.8460;8.2677;11.6929;1;2;0.0000;0.0000;0.0000;0
Herma;4810 Ink Jet;1.5000;0.8350;8.2677;11.6929;5;13;0.0000;0.0000;0.3855;0.4212
Herma;4811 Ink Jet;1.9020;0.6650;8.2677;11.6929;4;16;0.0000;0.0000;0.3304;0.5236
Herma;4812 Ink Jet;1.9020;1.0000;8.2677;11.6929;4;11;0.0000;0.0000;0.3304;0.3457
Herma;4814 Ink Jet;2.5980;1.3360;8.2677;11.6929;3;8;0.0000;0.0000;0.2355;0.5118
Herma;4815 Ink Jet;3.7980;1.3360;8.2677;11.6929;2;8;0.0000;0.0000;0.3346;0.5118
Herma;4816 Ink Jet;3.7980;1.6640;8.2677;11.6929;2;6;0.0000;0.0000;0.3346;0.8499
Herma;4817 Ink Jet;3.7980;2.6650;8.2677;11.6929;2;4;0.0000;0.0000;0.3346;0.5118
Herma;4820 Ink Jet;2.5980;1.3360;8.2677;11.6929;3;8;0.0000;0.0000;0.2356;0.5118
Herma;4821 Diskette;2.5980;2.6650;8.2677;11.6929;3;4;0.0000;0.0000;0.2356;0.5118
Herma;4822 Ink Jet;3.7980;1.3360;8.2677;11.6929;2;8;0.0000;0.0000;0.3348;0.5118
Herma;4823 Ink Jet;3.7980;1.6640;8.2677;11.6929;2;6;0.0000;0.0000;0.3348;0.8499
Herma;4825 Folder;7.5590;1.5350;8.2677;11.6929;1;6;0.0000;0.3154;0.3541;0.4524
Herma;4826 Folder;7.5590;2.4210;8.2677;11.6929;1;4;0.0000;0.3156;0.3541;0.5312
Herma;4827 Video Spine;5.7990;0.6650;8.2677;11.6929;1;16;0.0000;0.0000;1.2323;0.5237
Herma;4828 Video Spine;3.0980;1.8310;8.2677;11.6929;2;6;1.0017;0.0000;0.5348;0.3457
Herma;4830 Folder;1.5350;11.2200;8.2677;11.6929;5;1;0.0000;0.0000;0.2948;0.2356
Herma;4831 Folder;2.4200;11.2200;8.2677;11.6929;3;1;0.0000;0.0000;0.5040;0.2359
Herma;4841 Ink Jet;1.9020;1.0000;8.2677;11.6929;4;11;0.0000;0.0000;0.3304;0.3456
Herma;4842 Ink Jet;2.5980;1.3350;8.2677;11.6929;3;8;0.0000;0.0000;0.2358;0.5118
Herma;4843 Ink Jet;3.7980;1.6640;8.2677;11.6929;2;6;0.0000;0.0000;0.3351;0.8497
Herma;4851 Ink Jet;1.9020;1.0000;8.2677;11.6929;4;11;0.0000;0.0000;0.3304;0.347
Herma;4852 Ink Jet;2.5980;1.3360;8.2677;11.6929;3;8;0.0000;0.0000;0.2359;0.5122
Herma;4853 Ink Jet;3.7990;1.6640;8.2677;11.6929;2;6;0.0000;0.0000;0.3349;0.8498
Herma;5051 Laser;1.9020;1.0000;8.2677;11.6929;4;11;0.0000;0.0000;0.3304;0.3449
Herma;5052 Laser;2.0660;0.8350;8.2677;11.6929;4;14;0.0000;0.0000;0.0000;0
Herma;5053 Laser;2.5980;1.3360;8.2677;11.6929;3;8;0.0000;0.0000;0.2359;0.5118
Herma;5054 Laser;2.7560;1.6640;8.2677;11.6929;3;7;0.0000;0.0000;0.0000;0
Herma;5055 Diskette;2.7560;2.0000;8.2677;11.6929;3;5;0.0000;0.0000;0.0000;0.846
Herma;5056 Laser - White;3.7990;1.6650;8.2677;11.6929;2;6;0.0000;0.0000;0.3351;0.8512
Herma;5057 Laser;4.1340;1.6640;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0
Herma;5058 Laser;4.1340;1.6640;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0
Herma;5059 Laser;4.1340;1.6640;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0
Herma;5062 Laser;4.1340;2.9230;8.2677;11.6929;2;4;0.0000;0.0000;0.0000;0
Herma;5063 Laser;4.1340;5.8460;8.2677;11.6929;2;2;0.0000;0.0000;0.0000;0
Herma;5064 Laser;8.2680;5.8460;8.2677;11.6929;1;2;0.0000;0.0000;0.0000;0
Herma;5066 Laser;1.5740;1.5750;8.2677;11.6929;4;6;0.2359;0.2362;0.6285;0.5311
Herma;5067 Laser;2.3620;2.3620;8.2677;11.6929;3;4;0.2759;0.2756;0.3138;0.7089
Herma;5068 Laser;3.3460;3.3460;8.2677;11.6929;2;3;0.3937;0.3945;0.5912;0.4331
Herma;5069 Video Spine;5.7980;0.6650;8.2677;11.6929;1;16;0.0000;0.0000;1.2320;0.5235
Herma;5070 Video Spine;3.0980;1.8320;8.2677;11.6929;2;6;1.0017;0.0000;0.5349;0.3471
Herma;5074 Laser - White;2.5000;1.5000;8.2677;11.6929;3;7;0.0989;0.0000;0.2828;0.6
Herma;5075 Laser;3.9020;1.3350;8.2677;11.6929;2;8;0.0977;0.0000;0.1844;0.5118
Herma;5076 Laser;3.9020;1.5000;8.2677;11.6929;2;7;0.0977;0.0000;0.1844;0.6
Herma;5077 Laser;3.9020;2.6650;8.2677;11.6929;2;4;0.0977;0.0000;0.1844;0.5118
Herma;5080 Laser;2.0660;0.8350;8.2677;11.6929;4;14;0.0000;0.0000;0.0000;0
Herma;5081 Laser;4.1340;1.6650;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0
Herma;5082 Laser;4.1340;5.8460;8.2677;11.6929;2;2;0.0000;0.0000;0.0000;0
Herma;5090 Folder;7.5590;1.5350;8.2677;11.6929;1;6;0.0000;0.3154;0.3542;0.4528
Herma;5091 Folder;7.5590;1.5340;8.2677;11.6929;1;6;0.0000;0.3154;0.3542;0.4528
Herma;5092 Folder;7.5590;1.5340;8.2677;11.6929;1;6;0.0000;0.3154;0.3542;0.4528
Herma;5093 Folder;7.5590;1.5340;8.2677;11.6929;1;6;0.0000;0.3154;0.3542;0.4528
Herma;5094 Folder;7.5590;1.5340;8.2677;11.6929;1;6;0.0000;0.3154;0.3542;0.4528
Herma;5095 Folder;7.5590;2.4210;8.2677;11.6929;1;4;0.0000;0.3156;0.3542;0.5299
Herma;5096 Folder;7.5580;2.4190;8.2677;11.6929;1;4;0.0000;0.3156;0.3542;0.5299
Herma;5097 Folder;7.5580;2.4200;8.2677;11.6929;1;4;0.0000;0.3156;0.3542;0.5299
Herma;5098 Folder;7.5580;2.4190;8.2677;11.6929;1;4;0.0000;0.3156;0.3542;0.5299
Herma;5099 Folder;7.5580;2.4200;8.2677;11.6929;1;4;0.0000;0.3156;0.3542;0.5299
Herma;5130 Folder;1.5340;11.2200;8.2677;11.6929;5;1;0.0000;0.0000;0.2948;0.2356
Herma;5131 Folder;1.5340;11.2200;8.2677;11.6929;5;1;0.0000;0.0000;0.2948;0.2356
Herma;5132 Folder;1.5340;11.2200;8.2677;11.6929;5;1;0.0000;0.0000;0.2948;0.2356
Herma;5133 Folder;1.5340;11.2200;8.2677;11.6929;5;1;0.0000;0.0000;0.2948;0.2356
Herma;5134 Folder;1.5340;11.2200;8.2677;11.6929;5;1;0.0000;0.0000;0.2948;0.2356
Herma;5135 Folder;2.4220;11.2200;8.2677;11.6929;3;1;0.0000;0.0000;0.5035;0.2356
Herma;5136 Folder;2.4220;11.2200;8.2677;11.6929;3;1;0.0000;0.0000;0.5035;0.2356
Herma;5137 Folder;2.4220;11.2200;8.2677;11.6929;3;1;0.0000;0.0000;0.5035;0.2356
Herma;5138 Folder;2.4220;11.2200;8.2677;11.6929;3;1;0.0000;0.0000;0.5035;0.2356
Herma;5139 Folder;2.4220;11.2200;8.2677;11.6929;3;1;0.0000;0.0000;0.5035;0.2356
Herma;8628 Laser - White;3.7980;1.6650;8.2677;11.6929;2;6;0.0000;0.0000;0.3345;0.849
Herma;8629 Laser - White;1.5010;0.8340;8.2677;11.6929;5;13;0.0000;0.0000;0.3859;0.4205
Herma;8800 Ink Jet;2.0980;1.3360;8.2677;11.6929;3;8;0.3039;0.0000;0.6848;0.5118
Herma;8801 Ink Jet;2.5000;1.5000;8.2677;11.6929;3;7;0.0989;0.0000;0.2832;0.599
Herma;8802 Ink Jet;2.5000;1.8350;8.2677;11.6929;3;6;0.0989;0.0000;0.2832;0.3457
Herma;8803 Ink Jet;2.7990;2.0000;8.2677;11.6929;2;5;0.9997;0.0000;0.8366;0.8457
Herma;8804 Ink Jet;3.5000;1.3350;8.2677;11.6929;2;8;0.2997;0.0000;0.4826;0.5118
Herma;8805 Ink Jet;3.5000;1.8350;8.2677;11.6929;2;6;0.2997;0.0000;0.4826;0.3457
Herma;8806 Ink Jet;3.7980;2.0000;8.2677;11.6929;2;5;0.1037;0.0000;0.2826;0.8457
Herma;8808 Ink Jet;3.9020;1.3350;8.2677;11.6929;2;8;0.0977;0.0000;0.1848;0.5118
Herma;8809 Ink Jet;3.9020;1.5000;8.2677;11.6929;2;7;0.0977;0.0000;0.1848;0.599
Herma;8810 Ink Jet;3.9020;2.6650;8.2677;11.6929;2;4;0.0977;0.0000;0.1848;0.5118
Herma;8811 Ink Jet;7.5580;5.5000;8.2677;11.6929;1;2;0.0000;0.0000;0.3538;0.3457
Herma;8831 Ink Jet;1.0000;1.0000;8.2677;11.6929;6;11;0.2007;0.0000;0.6338;0.3457
Herma;8833 Ink Jet;1.5000;0.8350;8.2677;11.6929;5;13;0.0000;0.0000;0.3870;0.421
Herma;8834 Ink Jet;1.9020;0.6640;8.2677;11.6929;4;16;0.0000;0.0000;0.3300;0.524
Herma;8835 Ink Jet;1.9020;1.0000;8.2677;11.6929;4;11;0.0000;0.0000;0.3300;0.3457
Herma;8836 Ink Jet;2.0980;1.3360;8.2677;11.6929;3;8;0.3039;0.0000;0.6830;0.5118
Herma;8837 Ink Jet;2.5000;1.0000;8.2677;11.6929;3;11;0.0989;0.0000;0.2828;0.3457
Herma;8838 Ink Jet;2.5000;1.5000;8.2677;11.6929;3;7;0.0989;0.0000;0.2828;0.599
Herma;8839 Diskette;2.7990;2.0000;8.2677;11.6929;2;5;0.9997;0.0000;0.8346;0.845
Herma;8841 Ink Jet;3.5000;1.3360;8.2677;11.6929;2;8;0.2997;0.0000;0.4842;0.5118
Herma;8842 Ink Jet;3.5000;1.8350;8.2677;11.6929;2;6;0.2997;0.0000;0.4842;0.3457
Herma;8843 Ink Jet;3.7980;0.3350;8.2677;11.6929;2;32;0.1037;0.0000;0.2828;0.5118
Herma;8844 Ink Jet;3.7980;0.6640;8.2677;11.6929;2;16;0.1037;0.0000;0.2828;0.5118
Herma;8845 Ink Jet;3.7980;2.0000;8.2677;11.6929;2;5;0.1037;0.0000;0.2828;0.845
Herma;8846 Ink Jet;3.7980;2.6650;8.2677;11.6929;2;4;0.0000;0.0000;0.3350;0.5118
Herma;8847 Ink Jet;3.7980;5.5000;8.2677;11.6929;2;2;0.1037;0.0000;0.2828;0.3457
Herma;8848 Ink Jet;7.5590;0.3350;8.2677;11.6929;1;32;0.0000;0.0000;0.3542;0.5118
Herma;8849 Ink Jet;7.5590;0.6640;8.2677;11.6929;1;16;0.0000;0.0000;0.3542;0.5118
Herma;8850 Ink Jet;7.5590;5.5000;8.2677;11.6929;1;2;0.0000;0.0000;0.3542;0.3457
Herma;8851 Ink Jet;1.2600;1.2600;8.2677;11.6929;5;7;0.2399;0.2398;0.5039;0.7171
Herma;8852 Ink Jet;2.5000;2.5000;8.2677;11.6929;3;4;0.0989;0.0986;0.2828;0.5991
Herma;8853 Ink Jet;2.2980;1.6640;8.2677;11.6929;3;6;0.2014;0.1658;0.4841;0.4286
Herma;8854 Ink Jet;3.5000;2.5000;8.2677;11.6929;2;4;0.2017;0.1656;0.5346;0.599
Herma;8855 Ink Jet;3.5000;2.6650;8.2677;11.6929;2;4;0.2997;0.0000;0.4838;0.5118
Herma;8856 Index;1.0000;1.6640;8.2677;11.6929;6;6;0.2007;0.1698;0.6328;0.428
Herma;8858 Ink Jet;2.5000;1.8350;8.2677;11.6929;3;6;0.0989;0.0000;0.2829;0.3457
Herma;8859 Ink Jet;3.9000;1.3360;8.2677;11.6929;2;8;0.0977;0.0000;0.1844;0.5118
Herma;8860 Ink Jet;3.9000;1.5000;8.2677;11.6929;2;7;0.0977;0.0000;0.1844;0.599
Herma;8862 Ink Jet;3.9000;2.6650;8.2677;11.6929;2;4;0.0977;0.0000;0.1844;0.5118
HP;HP 92996 L - Address;3.9000;1.5000;8.2677;11.6929;2;7;0.1000;0.0000;0.1800;0.63
HP;HP 92996 M - Address;3.9000;1.3300;8.2677;11.6929;2;8;0.1000;0.0000;0.1800;0.54
HP;HP 92996 N - Address;2.5000;1.5000;8.2677;11.6929;3;7;0.1000;0.0000;0.2800;0.63
HP;HP 92996 P - Address;3.9400;2.0100;8.2677;11.6929;2;5;0.0800;0.0400;0.1600;0.87
MACO;M75100 Address;2.6248;0.9999;8.5000;11.0000;3;10;0.1250;0.0000;0.1891;0.4995
MACO;M75115 Address;2.6248;0.9999;8.5000;11.0000;3;10;0.1250;0.0000;0.1891;0.5003
MACO;M75500 Address;2.8331;1.0002;8.5000;11.0000;3;10;0.0000;0.0000;0.0001;0.4999
MACO;M76100 Address;2.6250;1.0002;8.5000;11.0000;3;10;0.1251;0.0000;0.1888;0.5001
MACO;MIJ3000 Address;2.6251;1.0002;8.5000;11.0000;3;10;0.1249;0.0000;0.1892;0.5002
MACO;ML0600 Shipping;4.0002;3.3329;8.5000;11.0000;2;3;0.1879;0.0000;0.1561;0.5
MACO;ML1000 Shipping;4.0002;1.9999;8.5000;11.0000;2;5;0.1879;0.0000;0.1561;0.5
MACO;ML1400 Address;4.0002;1.3329;8.5000;11.0000;2;7;0.1879;0.0000;0.1561;0.833
MACO;ML1425 Address;4.0002;1.3327;8.5000;11.0000;2;7;0.1879;0.0000;0.1561;0.8331
MACO;ML2000 Address;4.0002;0.9999;8.5000;11.0000;2;10;0.1879;0.0000;0.1561;0.5001
MACO;ML2025 Address;4.0002;0.9999;8.5000;11.0000;2;10;0.1879;0.0000;0.1561;0.5001
MACO;ML3000 Address;2.6252;0.9999;8.5000;11.0000;3;10;0.1250;0.0000;0.1891;0.5001
MACO;ML3025 Address;2.6252;0.9999;8.5000;11.0000;3;10;0.1250;0.0000;0.1891;0.5001
MACO;ML4000 Address;2.8332;0.9999;8.5000;11.0000;3;10;0.0000;0.0000;0.0001;0.5001
MACO;ML4001 Address;3.9999;0.9999;8.5000;11.0000;2;10;0.1879;0.0000;0.1561;0.5001
MACO;ML4002 Address;4.2499;1.3326;8.5000;11.0000;2;7;0.0000;0.0000;0.0001;0.8351
MACO;ML4003 Address;4.2499;1.9999;8.5000;11.0000;2;5;0.0000;0.0000;0.0001;0.5001
MACO;ML4004 Shipping;3.9999;3.3329;8.5000;11.0000;2;3;0.1879;0.0000;0.1561;0.5001
MACO;ML7500 Diskette;2.7499;2.7499;8.5000;11.0000;3;3;0.0000;0.2500;0.1251;0.5001
MACO;ML7501 Diskette;2.7499;2.7499;8.5000;11.0000;3;3;0.0000;0.2500;0.1251;0.5001
MACO;ML7502 Diskette;2.7499;2.7499;8.5000;11.0000;3;3;0.0000;0.2500;0.1251;0.5001
MACO;ML7600 Diskette;3.9999;1.4999;8.5000;11.0000;2;6;0.1879;0.0000;0.1561;1.0001
MACO;ML7601 Diskette;3.9999;1.4999;8.5000;11.0000;2;6;0.1879;0.0000;0.1561;1.0001
MACO;ML7602 Diskette;3.9999;1.4999;8.5000;11.0000;2;6;0.1879;0.0000;0.1561;1.0003
MACO;ML7900 Audio Cassette;3.4999;1.6669;8.5000;11.0000;2;6;0.5000;0.0000;0.5000;0.5003
MACO;ML7950 Video-Face;3.0629;1.8329;8.5000;11.0000;2;5;0.2370;0.0000;1.0690;0.9173
MACO;ML7950 Video-Spine;5.8129;0.6669;8.5000;11.0000;1;15;0.0000;0.0000;1.3440;0.5003
MACO;ML8000 Address;2.6249;0.9999;8.5000;11.0000;3;10;0.1250;0.0000;0.1890;0.5003
MACO;ML8025 Address;1.7499;0.4999;8.5000;11.0000;4;20;0.3127;0.0000;0.2810;0.5003
MACO;ML8101 Address;2.6249;0.9999;8.5000;11.0000;3;10;0.1250;0.0000;0.1890;0.5003
MACO;ML8201 Address;2.6249;0.9999;8.5000;11.0000;3;10;0.1250;0.0000;0.1890;0.5003
MACO;ML8301 Address;2.6249;0.9999;8.5000;11.0000;3;10;0.1250;0.0000;0.1890;0.5003
MACO;ML8576 Index;4.9999;2.9999;8.5000;11.0000;1;3;0.0000;0.0000;1.7500;1.0003
MACO;ML8590 Rotary;3.9999;2.1669;8.5000;11.0000;2;4;0.0000;0.0000;0.2500;1.1673
MACO;ML8591 Rotary;4.9999;2.9999;8.5000;11.0000;1;3;0.0000;0.0000;1.7500;1
MACO;MLFF30 Folder;3.4379;0.6669;8.5000;11.0000;2;15;0.5620;0.0000;0.5310;0.5
MACO;MLFF31 Folder;3.4378;0.6669;8.5000;11.0000;2;15;0.5620;0.0000;0.5310;0.5
MACO;MLFF32 Folder;3.4378;0.6669;8.5000;11.0000;2;15;0.5619;0.0000;0.5311;0.5
MACO;MLFF35 Folder;3.4378;0.6669;8.5000;11.0000;2;15;0.5619;0.0000;0.5311;0.5
MACTac;SR6267 Address;1.7498;0.4999;8.5000;11.0000;4;20;0.3123;0.0000;0.3131;0.5
MACTac;SR6600 Address;2.6248;0.9999;8.5000;11.0000;3;10;0.1245;0.0000;0.1881;0.5
MACTac;SR6601 Address;2.8128;0.9999;8.5000;11.0000;3;10;0.0000;0.0000;0.0001;0.5
MACTac;SR6602 Address;2.8128;0.9999;8.5000;11.0000;3;11;0.0000;0.0000;0.0001;0
MACTac;SR6603 Audio Cassette;1.6248;3.4379;8.5000;11.0000;5;3;0.0622;0.0615;0.0631;0.313
MACTac;SR6604 Address;2.8128;0.9999;8.5000;11.0000;3;10;0.0000;0.0000;0.0001;0.5
MACTac;SR6605 Large;4.2498;1.9999;8.5000;11.0000;2;5;0.0000;0.0000;0.0001;0.5
MACTac;SR6607 Medium;2.8128;1.4999;8.5000;11.0000;3;7;0.0000;0.0000;0.0001;0.5
MACTac;SR6610 Address;2.8128;0.9999;8.5000;11.0000;3;10;0.0000;0.0000;0.0001;0.5
MACTac;SR6611 Address;2.8128;0.9999;8.5000;11.0000;3;10;0.0000;0.0000;0.0001;0.5
MACTac;SR6612 Address;2.6248;0.9999;8.5000;11.0000;3;10;0.1245;0.0000;0.1881;0.5
MACTac;SR6621 Diskette;2.7498;2.7499;8.5000;11.0000;3;3;0.0000;0.2500;0.1251;0.5
MACTac;SR6622 Diskette;3.9998;1.4999;8.5000;11.0000;2;6;0.1869;0.0000;0.1671;1
MACTac;SR6640;1.4998;0.9999;8.5000;11.0000;5;10;0.1250;0.0000;0.2501;0.5
MACTac;SR6641;3.9998;0.9999;8.5000;11.0000;2;10;0.1249;0.0000;0.2501;0.5
MACTac;SR6642;3.9998;1.4379;8.5000;11.0000;2;7;0.1249;0.0000;0.1251;0.438
MACTac;SR6643;3.9998;1.9999;8.5000;11.0000;2;5;0.1239;0.0000;0.1881;0.5
MACTac;SR6644;3.9998;2.4999;8.5000;11.0000;2;4;0.1239;0.0000;0.1881;0.5
MACTac;SR6645;3.9998;3.3329;8.5000;11.0000;2;3;0.1239;0.0000;0.1881;0.5
MACTac;SR6646;3.9998;4.9999;8.5000;11.0000;2;2;0.1239;0.0000;0.1881;0.5
MACTac;SR6647;8.4998;5.4999;8.5000;11.0000;1;2;0.0000;0.0000;0.0001;0
MACTac;SR6740;2.8328;0.9999;8.5000;11.0000;3;11;0.0005;0.0000;0.0001;0
MACTac;SR6741;3.4998;0.7499;8.5000;11.0000;2;12;1.1239;0.1249;0.1881;0.3129
MACTac;SR6742;4.2498;1.0629;8.5000;11.0000;2;10;0.0000;0.0000;0.0001;0
MACTac;SR6743;4.2498;1.5629;8.5000;11.0000;2;7;0.0000;0.0000;0.0001;0
MACTac;SR6744;4.2500;2.7500;8.5000;11.0000;2;4;0.0000;0.0000;0.0000;0
MACTac;SR6745;4.2500;3.6670;8.5000;11.0000;2;3;0.0000;0.0000;0.0000;0
MACTac;SR6746;4.2498;5.4999;8.5000;11.0000;2;2;0.0000;0.0000;0.0001;0
MACTac;SR6747;8.4998;3.4999;8.5000;11.0000;1;3;0.0000;0.0000;0.0001;0.2499
MACTac;SR6749 Video - Face;3.0628;1.8129;8.5000;11.0000;2;5;0.2489;0.0000;1.0001;0.9379
MACTac;SR6749 Video - Spine;5.7498;0.6879;8.5000;11.0000;1;15;0.0000;0.0000;1.3751;0.4999
MAYSPIES;06900015 Address;2.0668;0.8352;8.2677;11.6929;4;14;0.0000;0.0000;0.0000;0.0001
MAYSPIES;06900030 Address;2.7558;1.1692;8.2677;11.6929;3;10;0.0000;0.0000;0.0000;0.0001
MAYSPIES;06900038 Address;4.1338;1.3782;8.2677;11.6929;2;8;0.0000;0.0000;0.0000;0.3351
